id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
7651,Men,Accessories,Socks,Socks,Navy Blue,Summer,2016.0,Casual,Wrangler Men's Navy Ankle Length Socks
17771,Men,Accessories,Belts,Belts,Brown,Fall,2011.0,Formal,Reid & Taylor Men Classic Brown Belt
51404,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Myntra Men Blue Shirt
50825,Men,Accessories,Wallets,Wallets,Black,Summer,2012.0,Casual,New Hide Men Black Wallet
8582,Men,Apparel,Topwear,Waistcoat,Grey,Fall,2011.0,Casual,Scullers Men Grey Waistcoat
42985,Women,Footwear,Shoes,Sports Shoes,Grey,Summer,2012.0,Sports,Nike Women Grey Shoes
9056,Women,Footwear,Shoes,Sports Shoes,Purple,Fall,2011.0,Sports,ADIDAS Women Adi Light Purple Sports Shoes
36368,Men,Accessories,Ties,Ties,Blue,Summer,2012.0,Formal,Reid & Taylor Men Blue Tie
34268,Women,Apparel,Topwear,Dupatta,Purple,Summer,2012.0,Ethnic,Fabindia Women Printed Purple Dupatta
56684,Women,Apparel,Saree,Sarees,Beige,Fall,2012.0,Ethnic,Fabindia Beige & Maroon Mull Printed Saree
44072,Men,Personal Care,Fragrance,Perfume and Body Mist,Silver,Spring,2017.0,Casual,Hugo Men Summer Edition Perfume
11376,Women,Apparel,Topwear,Tops,Grey,Fall,2011.0,Casual,United Colors Of Benetton Women Light Winter Grey Tops
11353,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2013.0,Casual,Lee Men Sanskrit Blue Rodeo Fit Jeans
30875,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Fabindia Women Green Printed Kurta
5329,Men,Footwear,Shoes,Sports Shoes,Blue,Fall,2011.0,Sports,FILA Men Speed Up Blue Sports Shoes
42118,Men,Apparel,Topwear,Tshirts,Teal,Summer,2012.0,Casual,ADIDAS Men Teal T-shirt
37111,Men,Apparel,Bottomwear,Trousers,Charcoal,Summer,2012.0,Formal,Wills Lifestyle Men Charcoal Trousers
34006,Girls,Apparel,Topwear,Tops,Purple,Summer,2012.0,Casual,Gini and Jony Girls Purple Top
29123,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Puma Men Aquil White Sports Shoes
46605,Women,Footwear,Shoes,Flats,Beige,Winter,2015.0,Casual,Catwalk Women Beige Pumps
43363,Women,Footwear,Shoes,Flats,White,Summer,2013.0,Casual,Reebok Women White Casual Shoes
32490,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Proline Men Blue T-shirt
27871,Women,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Scullers For Her Striped White Shirt
18262,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011.0,Ethnic,Aneri Women Himani Brown Kurta
48371,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,French Connection Men Black Check Shirt
54852,Women,Accessories,Jewellery,Necklace and Chains,Green,Fall,2012.0,Casual,Ivory Tag Women Placid Pastel  Green Necklace
14649,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Probase Men Face Print Green Tshirts
40313,Unisex,Footwear,Sandal,Sandals,White,Winter,2013.0,Casual,Warner Bros Kids White sandals
44738,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012.0,Casual,Globalite Men Grey Starcross Shoes
5482,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Nike Men's Air Press Sports Shoe
51635,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Fossil Women White Dial Chronograph Watch CH2824
9867,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Status Quo Men Stripes Black Tshirts
34244,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Proline Men Yellow T-shirt with Printed Detail
58922,Men,Accessories,Accessories,Accessory Gift Set,Black,Summer,2012.0,Casual,Hakashi Men Black Combo pack Tie+Cufflink+Pocket square
17430,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Casio Men Black Dial Watch ED339
44107,Men,Personal Care,Fragrance,Fragrance Gift Set,Silver,Spring,2017.0,Casual,BOSS Men Boss Bottled Fragrance Gift Set
21256,Unisex,Accessories,Bags,Backpacks,Blue,Fall,2011.0,Casual,Footloose Unisex Jump Blue Backpack
45908,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Maxima Ssteele Men White Dial Watch
34996,Women,Apparel,Saree,Sarees,Rust,Summer,2012.0,Ethnic,Fabindia Women H& Printed Rust Sari
24055,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Locomotive Men Grey Striped T-shirt
37680,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012.0,Casual,American Tourister Unisex Black Backpack
2069,Women,Apparel,Topwear,Tshirts,White,Fall,2010.0,Sports,ADIDAS Womens Tank White T-shirt
15104,Women,Apparel,Topwear,Kurtas,Black,Fall,2011.0,Ethnic,Mother Earth Women Printed Black Kurtas
28202,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Ray-Ban Men High Street Sunglasses
50483,Men,Apparel,Innerwear,Briefs,Charcoal,Summer,2016.0,Casual,Chromozome Men Charcoal Melange Briefs
13244,Men,Apparel,Bottomwear,Shorts,Black,Fall,2011.0,Casual,Palm Tree Kids Boys Solid Black Shorts
46402,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,ADIDAS Men Blue & Orange T-shirt
21409,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Locomotive Men Printed Grey T-shirt
19087,Women,Apparel,Topwear,Kurtas,Off White,Fall,2011.0,Ethnic,W Women Gathered Design Off White Kurta
48497,Women,Apparel,Bottomwear,Trousers,Black,Winter,2011.0,Casual,French Connection Women Black Trousers
6171,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Lee Men's Indigo Blue White T-shirt
4190,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Disney Kids Boy's Yellow Little Friends Kidswear
17552,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue & Cream Striped Shirt
55443,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017.0,Casual,Revlon Color Burst Chocolate Lipstick 60
15886,Unisex,Footwear,Shoes,Casual Shoes,White,Winter,2012.0,Casual,Warner Bros Kids Unisex TJ Chase Casual White Casual Shoes
50894,Women,Apparel,Saree,Sarees,White,Summer,2012.0,Ethnic,Prafful Women White Crepe Printed Sari
5743,Men,Apparel,Topwear,Tshirts,Cream,Summer,2011.0,Casual,Basics Men Orange & White Striped Hooded T-shirt
15488,Women,Footwear,Shoes,Flats,Tan,Winter,2012.0,Casual,Carlton London Women Tan Brown Boots
29269,Unisex,Accessories,Bags,Backpacks,Black,Fall,2013.0,Casual,ADIDAS Unisex Black Backpack
51519,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men Black Watch
43643,Women,Apparel,Dress,Dresses,Magenta,Summer,2012.0,Party,Vero Moda Women Magenta Dress
58672,Women,Apparel,Topwear,Kurtas,Navy Blue,Summer,2012.0,Ethnic,ALayna Women Navy Blue Kurta
39214,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2013.0,Formal,Franco Leone Men Black Formal Shoes
8958,Unisex,Accessories,Water Bottle,Water Bottle,Red,Summer,2012.0,Casual,Puma Unisex fundamentals Red Water Bottle
49640,Women,Apparel,Topwear,Tops,Turquoise Blue,Summer,2012.0,Casual,Mineral Women Turquoise Blue Top
3509,Men,Footwear,Sandal,Sandals,Blue,Fall,2011.0,Casual,ADIDAS Men New Navy Clear White Sandal
20879,Women,Accessories,Eyewear,Sunglasses,Purple,Winter,2016.0,Casual,United Colors of Benetton Women Casual Sunglasses
17812,Men,Apparel,Topwear,Tshirts,Multi,Fall,2011.0,Casual,Chhota Bheem Kids Boy Krishna Balram Multi Tshirt
19789,Men,Apparel,Topwear,Tshirts,Orange,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Orange Tshirt
17852,Women,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Flying Machine Women Up Away White Tshirt
7250,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011.0,Formal,Rockport Men's Monte Road Black Shoe
31983,Men,Accessories,Bags,Laptop Bag,Black,Summer,2012.0,Casual,ADIDAS Men Black Bag
8100,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Women Steel Watch
38963,Unisex,Accessories,Bags,Rucksacks,Yellow,Winter,2018.0,Casual,Wildcraft Unisex Yellow & Grey Colourblocked Rucksack
37585,Girls,Apparel,Topwear,Rompers,White,Summer,2012.0,Casual,Madagascar3 Infant Girls White Snapsuit Romper
58196,Women,Accessories,Bags,Handbags,White,Summer,2012.0,Casual,Puma Women White Handbag
21161,Women,Apparel,Topwear,Tops,Grey,Fall,2011.0,Casual,s.Oliver Women Grey Top
22721,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Nike Men Brown Flyclave LTR Casual Shoe
6933,Men,Apparel,Topwear,Tshirts,Maroon,Summer,2011.0,Casual,Tantra Men's Shloka Burgundy T-shirt
25139,Women,Accessories,Bags,Clutches,Bronze,Winter,2015.0,Casual,Lino Perros Women Bronze Clutch
50976,Women,Apparel,Innerwear,Bra,Pink,Summer,2017.0,Casual,Enamor Petal Pink Bra
46593,Women,Footwear,Shoes,Heels,Beige,Winter,2012.0,Casual,Catwalk Women Beige Heels
43324,Women,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,United Colors of Benetton Women White T-shirt
51108,Women,Free Items,Free Gifts,Free Gifts,Blue,Summer,2012.0,Ethnic,Satya Paul Blue Saree
2191,Men,Apparel,Bottomwear,Shorts,Blue,Fall,2010.0,Sports,ADIDAS Men Chelsea Lead Short
34536,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,2018.0,Formal,Red Tape Men Brown Shoes
15339,Women,Apparel,Bottomwear,Shorts,Grey,Fall,2011.0,Sports,Nike Women Solid Grey Shorts
37884,Unisex,Accessories,Socks,Socks,Black,Summer,2016.0,Casual,Happy Socks Unisex Black Socks
15304,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,ADIDAS Women Court Switch White Sports Shoes
28203,Men,Accessories,Eyewear,Sunglasses,Copper,Winter,2016.0,Casual,Ray-Ban Men High Street Copper Sunglasses
17877,Men,Apparel,Innerwear,Innerwear Vests,Beige,Summer,2016.0,Casual,Levisi Men Comfort Style Beige Innerwear Vest
26982,Women,Apparel,Bottomwear,Capris,Beige,Summer,2012.0,Casual,Jealous 21 Women Beige Capris
11367,Women,Apparel,Topwear,Tops,Purple,Fall,2011.0,Casual,United Colors Of Benetton Women Light Winter Purple Tops
16411,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Levis Men Check Navy Blue Shirts
14982,Men,Accessories,Belts,Belts,Blue,Fall,2011.0,Casual,New Hide Men Stripes Blue Belts
46813,Girls,Apparel,Bottomwear,Skirts,Pink,Summer,2012.0,Casual,Gini and Jony Girls Pink Skirt
25321,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Casio Edifice Men Chronograph Watch EF-550D-1AVDF(ED390)
58656,Women,Apparel,Topwear,Kurtas,Red,Summer,2012.0,Ethnic,ALayna Women Red Kurta
9243,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue Striped Shirt
37191,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,United Colors of Benetton Men Printed Purple T-shirt
39508,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012.0,Casual,Peter England Unisex Black Backpack
51036,Women,Apparel,Loungewear and Nightwear,Nightdress,Lime Green,Summer,2017.0,Casual,Enamor Women Lavender Nightdress
23706,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Ray-Ban Men New Wayfarer Sunglasses
54712,Women,Apparel,Apparel Set,Kurta Sets,Black,Fall,2012.0,Ethnic,Shree Women Black & White Printed Salwar Suit with Dupatta
48237,Men,Accessories,Eyewear,Sunglasses,White,Winter,2016.0,Casual,United Colors of Benetton Men Sunglasses
15165,Men,Apparel,Topwear,Tshirts,Maroon,Fall,2011.0,Casual,Arrow Sport Men Solid Maroon Polo Tshirts
12851,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,Ant Kids Crystal Button Black Tops
52908,Women,Apparel,Saree,Sarees,Blue,Fall,2012.0,Ethnic,FNF Blue Sari
19934,Men,Accessories,Accessories,Accessory Gift Set,Blue,Fall,2011.0,Formal,Reid & Taylor Men Formal Blue  Tie+Cufflink+Pocket square - Combo Pack
29184,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,United Colors of Benetton Men Blue Shirt
18564,Women,Footwear,Shoes,Flats,Teal,Winter,2015.0,Casual,Catwalk Women Casual Teal Sandal
10642,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Doodle Boy D Print Red Tshirts
34922,Women,Apparel,Topwear,Dupatta,Grey,Summer,2012.0,Ethnic,Fabindia Grey Dupatta
20843,Men,Footwear,Shoes,Sports Shoes,White,Summer,2010.0,Sports,Reebok Men Aviator LP White Sports Shoes
55291,Women,Personal Care,Lips,Lip Gloss,Pink,Spring,2017.0,Casual,Lakme Absolute Candyshine Plump & Shine Pink Lip Gloss 3 ml
13162,Unisex,Accessories,Headwear,Caps,White,Fall,2011.0,Casual,Puma Unisex Unisex Cat Logo White Caps
15898,Unisex,Footwear,Shoes,Casual Shoes,Blue,Winter,2013.0,Casual,Warner Bros Kids Blue Dance Casual Shoes
26716,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Puma Men Large Logo Red T-shirt
38644,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Nike Men Black Jdi City T-Shirt
37519,Boys,Accessories,Gloves,Gloves,White,Summer,2012.0,Casual,Madagascar 3 Infant Boys White Mittens
20596,Women,Accessories,Wallets,Wallets,Grey,Winter,2015.0,Casual,Baggit Women Highway Cruise Grey Wallet
28860,Men,Apparel,Topwear,Tshirts,Grey,Summer,2013.0,Casual,Proline Men Grey Polo T-shirt
30072,Men,Accessories,Watches,Watches,Yellow,Winter,2016.0,Casual,Ed Hardy Men Yellow & Black Dial Watch
25752,Men,Accessories,Belts,Belts,Mustard,Winter,2015.0,Casual,Lino Perros Men Canvas Mustard Belt
3813,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Disney Kids Boy's Street Crew Yellow Kidswear
13840,Unisex,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,ADIDAS Unisex Three Small Dials Black Watches
55002,Women,Personal Care,Lips,Lip Gloss,Purple,Spring,2017.0,,Lakme Absolute Liplast Day Passion Lip Gloss
41792,Women,Apparel,Topwear,Tunics,Black,Summer,2012.0,Casual,Remanika Women Black Tunic
31064,Women,Apparel,Topwear,Dupatta,Off White,Summer,2012.0,Ethnic,Fabindia Women Printed Off White Dupatta
33884,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Citizen Men Black Dial Eco-Drive Watch
31719,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016.0,Ethnic,Fabindia Women Anusuya Silver Earrings
5324,Men,Footwear,Shoes,Casual Shoes,White,Summer,2011.0,Casual,Fila Men's Rowley White Red Shoe
5530,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2011.0,Casual,Reebok Men's Casual Black Slipper
12427,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Timberland Men Casual Brown Casual Shoes
14746,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Arrow Men Stripes White Shirts
50446,Men,Apparel,Innerwear,Briefs,Black,Summer,2016.0,Casual,Chromozome Men Pack of Two Briefs
17833,Men,Footwear,Shoes,Sports Shoes,Black,Winter,2015.0,Sports,Nike Men Black Air Endurance Sports Shoes
56228,Men,Apparel,Loungewear and Nightwear,Night suits,Grey Melange,Summer,2016.0,Casual,SDL by Sweet Dreams Men Grey Melange Pyjama Set
52502,Women,Apparel,Loungewear and Nightwear,Bath Robe,Pink,Winter,2015.0,Casual,Red Rose Pink & Purple Printed Bath Robe
55486,Women,Personal Care,Lips,Lip Liner,Brown,Spring,2017.0,Casual,Revlon Blackberry Lip Liner 11
56343,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men Black Dial Watch
45375,Women,Footwear,Shoes,Heels,Grey,Summer,2016.0,Casual,Cobblerz Women Grey Sandals
14697,Men,Apparel,Bottomwear,Trousers,Beige,Fall,2011.0,Casual,Basics Men Beige Trousers
16505,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Locomotive Men Washed Blue Jeans
53101,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016.0,Casual,Fabindia Silver Drop Earrings
38343,Girls,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Mr. Men Little Miss Girls White Tops
21946,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Murcia Women Casual Black Handbag
28999,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Status Quo Men Printed Red T-shirt
14528,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Mark Taylor Men Off White & Blue Striped Shirt
39764,Women,Apparel,Bottomwear,Trousers,Navy Blue,Summer,2012.0,Casual,Arrow Woman Navy Blue Trouser
12753,Men,Apparel,Bottomwear,Jeans,Black,Fall,2011.0,Casual,Spykar Men Ep Jeans Black Jeans
33840,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Puma Men Hypermoto Ducati Black Shoes
59467,Women,Accessories,Jewellery,Ring,Silver,Summer,2015.0,Casual,Lucera Silver Ring
39291,Men,Footwear,Shoes,Casual Shoes,Khaki,Winter,2018.0,Casual,Red Chief Men Khaki Shoes
8386,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Sports,ADIDAS Men Neo Crkt Cc White Polo T-Shirts
32245,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Fabindia Women Printed White Kurta
34378,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Myntra Men Yellow T-shirt
57957,Women,Apparel,Saree,Sarees,Multi,Fall,2012.0,Ethnic,Prafful Multi Coloured Sari
10409,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,United Colors of Benetton Men Green Polo Tshirts
48993,Women,Accessories,Jewellery,Ring,Silver,Fall,2012.0,Casual,Lucera Women Silver Ring
17722,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Reid & Taylor Men Stripes Grey Shirt
19096,Women,Apparel,Topwear,Kurtas,Maroon,Fall,2011.0,Ethnic,Mother Earth Women Calssic Maroon Kurta
16897,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Police Women Casual Brown Sunglasses
13826,Men,Apparel,Topwear,Sweaters,Navy Blue,Fall,2011.0,Casual,Indigo Nation Men Stripes Navy Blue Sweaters
56020,Women,Personal Care,Lips,Lipstick,Purple,Spring,2017.0,Casual,Colorbar Soft Touch Felin Lipstick 036
47373,Women,Accessories,Bags,Handbags,Green,Summer,2012.0,Casual,Baggit Women Green Bag
52385,Women,Apparel,Loungewear and Nightwear,Nightdress,Pink,Winter,2015.0,Casual,Red Rose Women Pink Nightdress
13906,Women,Footwear,Shoes,Sports Shoes,Grey,Fall,2011.0,Sports,Nike Women Lunarglide Grey Sports Shoes
22863,Men,Footwear,Shoes,Casual Shoes,Khaki,Summer,2012.0,Casual,Woodland Men Khaki Casual Shoes
46051,Women,Accessories,Jewellery,Earrings,Gold,Winter,2016.0,Casual,Estelle Gold Earrings
25392,Men,Apparel,Innerwear,Innerwear Vests,Navy Blue,Summer,2016.0,Casual,Levis Men Navy Blue Innerwear T-shirt
40493,Women,Apparel,Bottomwear,Leggings,Blue,Summer,2012.0,Casual,Femella Women Light Blue Leggings
48210,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,United Colors of Benetton Men Brown Sunglasses
23516,Men,Accessories,Watches,Watches,Charcoal,Winter,2016.0,Casual,ADIDAS Men Charcoal Watch
34749,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Puma Men White Benecio Shoes
34321,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Myntra Men Blood Lust Red T-shirt
3568,Women,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,ADIDAS Women Black Training T-shirt
56700,Men,Apparel,Topwear,Kurtas,Maroon,Summer,2012.0,Ethnic,Fabindia Men Maroon Kurta
36248,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Mr. Men Green Get Funny T-shirt
35457,Boys,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Doodle Boys Printed Grey T-shirt
3216,Men,Footwear,Sandal,Sandals,Brown,Fall,2010.0,Casual,Carlton London Men Brown Sandal
40933,Boys,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Gini and Jony Boys Rodeo Blue Jeans
29241,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,ADIDAS Men Advent White Sports Shoes
52431,Women,Apparel,Loungewear and Nightwear,Nightdress,Purple,Winter,2015.0,Casual,Red Rose Purple & White Nightdress
11439,Women,Apparel,Topwear,Tops,Navy Blue,Fall,2011.0,Casual,United Colors of Benetton Women Solid Navy Blue Top
33912,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Citizen Men Black Dial Watch
18391,Men,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,Undercolors of Benetton Men Pack of 2 White V-Briefs
8488,Women,Apparel,Topwear,Tops,Grey,Fall,2011.0,Casual,Forever New Women Slate Grey Tops
38188,Men,Accessories,Eyewear,Sunglasses,Grey,Winter,2016.0,Casual,Polaroid Men Grey Sunglasses
36123,Men,Accessories,Wallets,Wallets,Brown,Fall,2012.0,Casual,OTLS Men Brown Wallet
51456,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Tonga Women Pink & White Top
25964,Women,Apparel,Topwear,Tunics,Red,Summer,2012.0,Casual,Femella Women Red Tunic
59099,Women,Apparel,Innerwear,Briefs,Purple,Summer,2017.0,Casual,Peri Peri Women Purple Brief
45709,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017.0,Casual,Paris Hilton Men Just Me Perfume
22193,Men,Footwear,Shoes,Casual Shoes,Tan,Fall,2012.0,Casual,Timberland Men Tan Casual Shoes
43309,Women,Apparel,Bottomwear,Shorts,White,Fall,2012.0,Casual,United Colors of Benetton Women's White Washed Shorts
44497,Women,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Gliders Women Brown Shoes
16820,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Locomotive Men Washed Blue Jeans
31455,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Sports,Nike Men Challenger Black Jersey
10092,Men,Footwear,Shoes,Sports Shoes,Silver,Fall,2011.0,Sports,Reebok Men Racehound Silver Sports Shoes
54149,Women,Accessories,Jewellery,Necklace and Chains,Silver,Fall,2012.0,Casual,Femella Silver Necklace
48805,Women,Accessories,Jewellery,Pendant,Silver,Summer,2015.0,Casual,Lucera Women Silver Pendant
27815,Men,Accessories,Belts,Belts,Brown,Summer,2013.0,Casual,Bulchee Men Brown And Black Reversible Belt
52131,Girls,Apparel,Dress,Dresses,Blue,Summer,2012.0,Casual,Doodle Girls Blue Printed Dress
31854,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Titan Men White Dial Watch NA1485YL03
10570,Men,Apparel,Topwear,Tshirts,Orange,Fall,2011.0,Casual,Puma Men Rugby Orange Tshirts
12876,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2012.0,Formal,Provogue Men Formal Black Formal Shoes
23760,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Oakley Men Fives Black Sunglasses
3802,Men,Footwear,Shoes,Casual Shoes,Grey,Winter,2015.0,Casual,Skechers Men's Navy Grey Shoe
51031,Women,Apparel,Innerwear,Bra,White,Summer,2017.0,Casual,Enamor White Bra
35200,Unisex,Accessories,Bags,Backpacks,Grey,Spring,2013.0,Casual,Wildcraft Unisex Grey Backpack
6535,Unisex,Accessories,Bags,Laptop Bag,Black,Summer,2011.0,Casual,Nike Unisex Allegian Black Laptop Bag
21905,Women,Apparel,Topwear,Kurtas,Black,Fall,2011.0,Ethnic,BIBA Women Printed Black Kurta
48146,Women,Accessories,Wallets,Wallets,Black,Winter,2016.0,Casual,Fossil Women Black and Brown Wallet
16048,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Highlander Men Check Red Shirt
48634,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012.0,Casual,Lucera Women Silver Earrings
41694,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Black,Summer,2016.0,Casual,Superman Men Black Printed Lounge Pants
28717,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012.0,Ethnic,W Women Printed Purple Kurta
45891,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Maxima Men White Dial Watch
12078,Women,Apparel,Topwear,Kurtas,Pink,Fall,2011.0,Ethnic,W Women Printed Pink Kurtas
54305,Women,Apparel,Innerwear,Bra,Grey Melange,Summer,2017.0,Casual,Garfield Women Grey Melange Striped Bra GFA12-004
8639,Women,Accessories,Eyewear,Sunglasses,Grey,Winter,2016.0,Casual,Fastrack Women Hip Hop Sunglasses P173BK1F
52557,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Pepe Jeans Women Blue Jeans
8825,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Spykar Men Ranger Blue-White Stripes Shirts
36674,Women,Accessories,Bags,Handbags,Orange,Summer,2012.0,Casual,Paridhan Women Orange Handbag
56113,Women,Personal Care,Lips,Lip Gloss,Purple,Spring,2017.0,Casual,Colorbar Flushed Plum Lip Pot 014
44898,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Black Polo T-shirt
17635,Women,Accessories,Scarves,Scarves,Purple,Fall,2011.0,Casual,Puma Women Darsey Purple Scarf
36862,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Spykar Men Cult Navy Blue T-shirt
11114,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Formal,Indigo Nation Men Check Purple Shirts
41871,Men,Footwear,Sandal,Sandals,Brown,Summer,2016.0,Casual,Estd. 1977 Men Brown Sandals
57168,Women,Apparel,Topwear,Tshirts,Teal,Summer,2012.0,Casual,Elle Women Teal T-shirt
2101,Men,Apparel,Topwear,Shirts,Blue,Winter,2010.0,Casual,Lee Men Check Mason Blue Shirt
28510,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Sports,Nike Men Training Black T-shirt
30083,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Ed Hardy Women Silver Dial Watch
36396,Men,Accessories,Socks,Socks,Multi,Summer,2016.0,Casual,Reid & Taylor Men Striped Socks
34821,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,ADIDAS Men Neptune White Sports Shoes
50738,Men,Footwear,Shoes,Casual Shoes,Mushroom Brown,Winter,2018.0,Casual,Red Chief Men Mushroom Brown Shoes
20688,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2011.0,Casual,Buckaroo Men Mirar Black Casual Shoes
47514,Men,Apparel,Innerwear,Briefs,Red,Summer,2016.0,Casual,Facit Men Red Brief
